Symbol,Period,Metric,Value
V,2010-12,Issuance (Repayment) of Debt Securities ,-10
V,2010-12,Issuance (Purchase) of Equity Shares,-280
V,2010-12,Payment of Dividends & Other Cash Distributions   ,-108
V,2010-12,Financing Cash Flow,-1121
V,2010-12,Effect of Exchange Rate Changes on Cash ,5
V,2010-12,Net Cash Flow / Change in Cash & Cash Equivalents,-183
V,2010-12,Free Cash Flow,931
V,2010-09,Depreciation & Amortization ,78
V,2010-09,Share Based Compensation,35
V,2010-09,Operating Cash Flow,893
V,2010-09,Capital Expenditure,-95
V,2010-09,Net Cash Flow - Business Acquisitions and Disposals,-1805
V,2010-09,Net Cash Flow - Investment Acquisitions and Disposals,6
V,2010-09,Investing Cash Flow,-1894
V,2010-09,Issuance (Repayment) of Debt Securities ,-5
V,2010-09,Issuance (Purchase) of Equity Shares,-316
V,2010-09,Payment of Dividends & Other Cash Distributions   ,-90
V,2010-09,Financing Cash Flow,-340
V,2010-09,Effect of Exchange Rate Changes on Cash ,3
V,2010-09,Net Cash Flow / Change in Cash & Cash Equivalents,-1338
V,2010-09,Free Cash Flow,798
V,2010-06,Depreciation & Amortization ,63
V,2010-06,Share Based Compensation,29
V,2010-06,Operating Cash Flow,1218
V,2010-06,Capital Expenditure,-65
V,2010-06,Net Cash Flow - Business Acquisitions and Disposals,0
V,2010-06,Net Cash Flow - Investment Acquisitions and Disposals,3
V,2010-06,Investing Cash Flow,-62
V,2010-06,Issuance (Repayment) of Debt Securities ,-4
V,2010-06,Issuance (Purchase) of Equity Shares,15
V,2010-06,Payment of Dividends & Other Cash Distributions   ,-93
V,2010-06,Financing Cash Flow,-507
V,2010-06,Effect of Exchange Rate Changes on Cash ,-4
V,2010-06,Net Cash Flow / Change in Cash & Cash Equivalents,645
V,2010-06,Free Cash Flow,1153
V,2010-03,Depreciation & Amortization ,62
V,2010-03,Share Based Compensation,26
V,2010-03,Operating Cash Flow,609
V,2010-03,Capital Expenditure,-41
V,2010-03,Net Cash Flow - Business Acquisitions and Disposals,0
V,2010-03,Net Cash Flow - Investment Acquisitions and Disposals,71
V,2010-03,Investing Cash Flow,30
V,2010-03,Issuance (Repayment) of Debt Securities ,-5
V,2010-03,Issuance (Purchase) of Equity Shares,-219
V,2010-03,Payment of Dividends & Other Cash Distributions   ,-92
V,2010-03,Financing Cash Flow,-243
V,2010-03,Effect of Exchange Rate Changes on Cash ,4
V,2010-03,Net Cash Flow / Change in Cash & Cash Equivalents,400
V,2010-03,Free Cash Flow,568
V,2009-12,Depreciation & Amortization ,62
V,2009-12,Share Based Compensation,27
V,2009-12,Operating Cash Flow,-29
V,2009-12,Capital Expenditure,-37
V,2009-12,Net Cash Flow - Business Acquisitions and Disposals,0
V,2009-12,Net Cash Flow - Investment Acquisitions and Disposals,59
V,2009-12,Investing Cash Flow,22
V,2009-12,Issuance (Repayment) of Debt Securities ,-10
V,2009-12,Issuance (Purchase) of Equity Shares,-424
V,2009-12,Payment of Dividends & Other Cash Distributions   ,-93
V,2009-12,Financing Cash Flow,-452
V,2009-12,Effect of Exchange Rate Changes on Cash ,2
V,2009-12,Net Cash Flow / Change in Cash & Cash Equivalents,-457
V,2009-12,Free Cash Flow,-66
V,2009-09,Depreciation & Amortization ,61
V,2009-09,Share Based Compensation,30
V,2009-09,Operating Cash Flow,-209
V,2009-09,Capital Expenditure,-101
V,2009-09,Net Cash Flow - Business Acquisitions and Disposals,0
V,2009-09,Net Cash Flow - Investment Acquisitions and Disposals,976
V,2009-09,Investing Cash Flow,875
V,2009-09,Issuance (Repayment) of Debt Securities ,-42
V,2009-09,Issuance (Purchase) of Equity Shares,12
V,2009-09,Payment of Dividends & Other Cash Distributions   ,-78
V,2009-09,Financing Cash Flow,-260
V,2009-09,Effect of Exchange Rate Changes on Cash ,11
V,2009-09,Net Cash Flow / Change in Cash & Cash Equivalents,417
V,2009-09,Free Cash Flow,-310
V,2009-06,Depreciation & Amortization ,57
V,2009-06,Share Based Compensation,20
V,2009-06,Operating Cash Flow,349
V,2009-06,Capital Expenditure,-69
V,2009-06,Net Cash Flow - Business Acquisitions and Disposals,0
V,2009-06,Net Cash Flow - Investment Acquisitions and Disposals,68
V,2009-06,Investing Cash Flow,-1
V,2009-06,Issuance (Repayment) of Debt Securities ,-4
V,2009-06,Issuance (Purchase) of Equity Shares,18
V,2009-06,Payment of Dividends & Other Cash Distributions   ,-79
V,2009-06,Financing Cash Flow,477
V,2009-06,Effect of Exchange Rate Changes on Cash ,12
V,2009-06,Net Cash Flow / Change in Cash & Cash Equivalents,837
V,2009-06,Free Cash Flow,280
V,2009-03,Depreciation & Amortization ,56
V,2009-03,Share Based Compensation,26
V,2009-03,Operating Cash Flow,233
V,2009-03,Capital Expenditure,-68
V,2009-03,Net Cash Flow - Business Acquisitions and Disposals,0
V,2009-03,Net Cash Flow - Investment Acquisitions and Disposals,123
V,2009-03,Investing Cash Flow,55
V,2009-03,Issuance (Repayment) of Debt Securities ,-6
V,2009-03,Issuance (Purchase) of Equity Shares,2
V,2009-03,Payment of Dividends & Other Cash Distributions   ,-80
V,2009-03,Financing Cash Flow,464
V,2009-03,Effect of Exchange Rate Changes on Cash ,-2
V,2009-03,Net Cash Flow / Change in Cash & Cash Equivalents,750
V,2009-03,Free Cash Flow,165
V,2008-12,Depreciation & Amortization ,52
V,2008-12,Share Based Compensation,32
V,2008-12,Operating Cash Flow,185
V,2008-12,Capital Expenditure,-68
V,2008-12,Net Cash Flow - Business Acquisitions and Disposals,0
V,2008-12,Net Cash Flow - Investment Acquisitions and Disposals,969
V,2008-12,Investing Cash Flow,901
V,2008-12,Issuance (Repayment) of Debt Securities ,-2
V,2008-12,Issuance (Purchase) of Equity Shares,-2646
V,2008-12,Payment of Dividends & Other Cash Distributions   ,-81
V,2008-12,Financing Cash Flow,-3432
V,2008-12,Effect of Exchange Rate Changes on Cash ,-20
V,2008-12,Net Cash Flow / Change in Cash & Cash Equivalents,-2366
V,2008-12,Free Cash Flow,117
V,2008-09,Depreciation & Amortization ,59
V,2008-09,Share Based Compensation,27
V,2008-09,Operating Cash Flow,274
V,2008-09,Capital Expenditure,-92
V,2008-09,Net Cash Flow - Business Acquisitions and Disposals,0
V,2008-09,Net Cash Flow - Investment Acquisitions and Disposals,-933
V,2008-09,Investing Cash Flow,-1025
V,2008-09,Issuance (Repayment) of Debt Securities ,-4
V,2008-09,Issuance (Purchase) of Equity Shares,0
V,2008-09,Payment of Dividends & Other Cash Distributions   ,-93
V,2008-09,Financing Cash Flow,-27
V,2008-09,Effect of Exchange Rate Changes on Cash ,-5
V,2008-09,Net Cash Flow / Change in Cash & Cash Equivalents,-783
V,2008-09,Free Cash Flow,182
V,2008-06,Depreciation & Amortization ,57
V,2008-06,Share Based Compensation,28
V,2008-06,Operating Cash Flow,625
V,2008-06,Capital Expenditure,-86
V,2008-06,Net Cash Flow - Business Acquisitions and Disposals,0
V,2008-06,Net Cash Flow - Investment Acquisitions and Disposals,116
V,2008-06,Investing Cash Flow,30
V,2008-06,Issuance (Repayment) of Debt Securities ,-4
V,2008-06,Issuance (Purchase) of Equity Shares,-116
V,2008-06,Payment of Dividends & Other Cash Distributions   ,0
V,2008-06,Financing Cash Flow,66
V,2008-06,Effect of Exchange Rate Changes on Cash ,0
V,2008-06,Net Cash Flow / Change in Cash & Cash Equivalents,721
V,2008-06,Free Cash Flow,539
V,2008-03,Depreciation & Amortization ,59
V,2008-03,Share Based Compensation,19
V,2008-03,Operating Cash Flow,-550
V,2008-03,Capital Expenditure,-166
V,2008-03,Net Cash Flow - Business Acquisitions and Disposals,0
V,2008-03,Net Cash Flow - Investment Acquisitions and Disposals,464
V,2008-03,Investing Cash Flow,298
V,2008-03,Issuance (Repayment) of Debt Securities ,-4
V,2008-03,Issuance (Purchase) of Equity Shares,5770
V,2008-03,Payment of Dividends & Other Cash Distributions   ,0
V,2008-03,Financing Cash Flow,3595
V,2008-03,Effect of Exchange Rate Changes on Cash ,0
V,2008-03,Net Cash Flow / Change in Cash & Cash Equivalents,3343
V,2008-03,Free Cash Flow,-716
V,2007-12,Depreciation & Amortization ,62
V,2007-12,Share Based Compensation,0
V,2007-12,Operating Cash Flow,182
V,2007-12,Capital Expenditure,-67
V,2007-12,Net Cash Flow - Business Acquisitions and Disposals,1002
V,2007-12,Net Cash Flow - Investment Acquisitions and Disposals,316
V,2007-12,Investing Cash Flow,1251
V,2007-12,Issuance (Repayment) of Debt Securities ,-10
V,2007-12,Issuance (Purchase) of Equity Shares,0
V,2007-12,Payment of Dividends & Other Cash Distributions   ,0
V,2007-12,Financing Cash Flow,-10
V,2007-12,Effect of Exchange Rate Changes on Cash ,0
V,2007-12,Net Cash Flow / Change in Cash & Cash Equivalents,1423
V,2007-12,Free Cash Flow,115
V,2017-06,Revenues,4565
V,2017-06,Revenue Growth,0.2576
V,2017-06,Cost of Revenue,698
V,2017-06,Gross Profit,3867
V,2017-06,Research and Development Expense,0
V,2017-06,Selling  General and Administrative Expense,553
V,2017-06,Operating Expenses,843
V,2017-06,Operating Income,3024
V,2017-06,Interest Expense,140
V,2017-06,Earnings before Tax,2914
V,2017-06,Income Tax Expense,855
V,2017-06,Net Income to Non-Controlling Interests,0
V,2017-06,Net Income from Discontinued Operations,0
V,2017-06,Net Income,2059
V,2017-06,Preferred Dividends Income Statement Impact,0
V,2017-06,Net Income Common Stock,2059
V,2017-06,EPS,0.87
V,2017-06,EPS Diluted,0.86
V,2017-06,Weighted Average Shares,2099
V,2017-06,Weighted Average Shares Diluted,2630
V,2017-06,Dividends per Basic Common Share,0.17
V,2017-06,Gross Margin,0.8471
V,2017-06,EBITDA Margin,0.698
V,2017-06,EBIT Margin,0.669
V,2017-06,Profit Margin,0.451
V,2017-06,Free Cash Flow Margin,0.7321
V,2017-06,EBITDA,3186
V,2017-06,EBIT,3054
V,2017-06,Consolidated Income,2059
V,2017-03,Revenues,4477
V,2017-03,Revenue Growth,0.2347
V,2017-03,Cost of Revenue,704
V,2017-03,Gross Profit,3773
V,2017-03,Research and Development Expense,0
V,2017-03,Selling  General and Administrative Expense,682
V,2017-03,Operating Expenses,965
V,2017-03,Operating Income,2808
V,2017-03,Interest Expense,135
V,2017-03,Earnings before Tax,2702
V,2017-03,Income Tax Expense,2272
V,2017-03,Net Income to Non-Controlling Interests,0
V,2017-03,Net Income from Discontinued Operations,0
V,2017-03,Net Income,430
V,2017-03,Preferred Dividends Income Statement Impact,0
V,2017-03,Net Income Common Stock,430
V,2017-03,EPS,0.18
V,2017-03,EPS Diluted,0.18
V,2017-03,Weighted Average Shares,2114
V,2017-03,Weighted Average Shares Diluted,2651
V,2017-03,Dividends per Basic Common Share,0.17
V,2017-03,Gross Margin,0.8428
V,2017-03,EBITDA Margin,0.663
V,2017-03,EBIT Margin,0.6337
V,2017-03,Profit Margin,0.096
V,2017-03,Free Cash Flow Margin,0.0558
V,2017-03,EBITDA,2968
V,2017-03,EBIT,2837
V,2017-03,Consolidated Income,430
V,2016-12,Revenues,4461
V,2016-12,Revenue Growth,0.2513
V,2016-12,Cost of Revenue,571
V,2016-12,Gross Profit,3890
V,2016-12,Research and Development Expense,0
V,2016-12,Selling  General and Administrative Expense,484
V,2016-12,Operating Expenses,790
V,2016-12,Operating Income,3100
V,2016-12,Interest Expense,140
V,2016-12,Earnings before Tax,2979
V,2016-12,Income Tax Expense,909
V,2016-12,Net Income to Non-Controlling Interests,0
V,2016-12,Net Income from Discontinued Operations,0
V,2016-12,Net Income,2070
V,2016-12,Preferred Dividends Income Statement Impact,0
V,2016-12,Net Income Common Stock,2070
V,2016-12,EPS,0.86
V,2016-12,EPS Diluted,0.86
V,2016-12,Weighted Average Shares,2122
V,2016-12,Weighted Average Shares Diluted,2666
V,2016-12,Dividends per Basic Common Share,0.17
V,2016-12,Gross Margin,0.872
V,2016-12,EBITDA Margin,0.732
V,2016-12,EBIT Margin,0.6992
V,2016-12,Profit Margin,0.464
V,2016-12,Free Cash Flow Margin,0.5239
V,2016-12,EBITDA,3265
V,2016-12,EBIT,3119
V,2016-12,Consolidated Income,2070
V,2016-09,Revenues,4261
V,2016-09,Revenue Growth,0.1932
V,2016-09,Cost of Revenue,690
V,2016-09,Gross Profit,3571
V,2016-09,Research and Development Expense,0
V,2016-09,Selling  General and Administrative Expense,643
V,2016-09,Operating Expenses,946
V,2016-09,Operating Income,2625
V,2016-09,Interest Expense,135
V,2016-09,Earnings before Tax,2510
V,2016-09,Income Tax Expense,579
V,2016-09,Net Income to Non-Controlling Interests,0
V,2016-09,Net Income from Discontinued Operations,0
V,2016-09,Net Income,1931
V,2016-09,Preferred Dividends Income Statement Impact,0
V,2016-09,Net Income Common Stock,1931
V,2016-09,EPS,0.8
V,2016-09,EPS Diluted,0.79
V,2016-09,Weighted Average Shares,2143
V,2016-09,Weighted Average Shares Diluted,2683
V,2016-09,Dividends per Basic Common Share,0.14
V,2016-09,Gross Margin,0.8381
V,2016-09,EBITDA Margin,0.654
V,2016-09,EBIT Margin,0.6207
V,2016-09,Profit Margin,0.453
V,2016-09,Free Cash Flow Margin,0.5424
V,2016-09,EBITDA,2786
V,2016-09,EBIT,2645
V,2016-09,Consolidated Income,1931
V,2016-06,Revenues,3630
V,2016-06,Revenue Growth,0.0318
V,2016-06,Cost of Revenue,509
V,2016-06,Gross Profit,3121
V,2016-06,Research and Development Expense,0
V,2016-06,Selling  General and Administrative Expense,573
V,2016-06,Operating Expenses,2693
V,2016-06,Operating Income,428
V,2016-06,Interest Expense,131
V,2016-06,Earnings before Tax,422
V,2016-06,Income Tax Expense,10
V,2016-06,Net Income to Non-Controlling Interests,0
V,2016-06,Net Income from Discontinued Operations,0
V,2016-06,Net Income,412
V,2016-06,Preferred Dividends Income Statement Impact,0
V,2016-06,Net Income Common Stock,412
V,2016-06,EPS,0.17
V,2016-06,EPS Diluted,0.17
V,2016-06,Weighted Average Shares,2162
V,2016-06,Weighted Average Shares Diluted,2631
V,2016-06,Dividends per Basic Common Share,0.14
V,2016-06,Gross Margin,0.8598
V,2016-06,EBITDA Margin,0.185
V,2016-06,EBIT Margin,0.1523
V,2016-06,Profit Margin,0.113
V,2016-06,Free Cash Flow Margin,0.0471
V,2016-06,EBITDA,673
V,2016-06,EBIT,553
V,2016-06,Consolidated Income,412
V,2016-03,Revenues,3626
V,2016-03,Revenue Growth,0.0637
V,2016-03,Cost of Revenue,528
V,2016-03,Gross Profit,3098
V,2016-03,Research and Development Expense,0
V,2016-03,Selling  General and Administrative Expense,416
V,2016-03,Operating Expenses,664
V,2016-03,Operating Income,2434
V,2016-03,Interest Expense,132
V,2016-03,Earnings before Tax,2441
V,2016-03,Income Tax Expense,734
V,2016-03,Net Income to Non-Controlling Interests,0
V,2016-03,Net Income from Discontinued Operations,0
V,2016-03,Net Income,1707
V,2016-03,Preferred Dividends Income Statement Impact,0
V,2016-03,Net Income Common Stock,1707
V,2016-03,EPS,0.71
V,2016-03,EPS Diluted,0.71
V,2016-03,Weighted Average Shares,2173
V,2016-03,Weighted Average Shares Diluted,2646
V,2016-03,Dividends per Basic Common Share,0.14
V,2016-03,Gross Margin,0.8544
V,2016-03,EBITDA Margin,0.743
V,2016-03,EBIT Margin,0.7096
V,2016-03,Profit Margin,0.471
V,2016-03,Free Cash Flow Margin,0.1975
V,2016-03,EBITDA,2694
V,2016-03,EBIT,2573
V,2016-03,Consolidated Income,1707
V,2015-12,Revenues,3565
V,2015-12,Revenue Growth,0.0541
V,2015-12,Cost of Revenue,499
V,2015-12,Gross Profit,3066
V,2015-12,Research and Development Expense,0
V,2015-12,Selling  General and Administrative Expense,422
V,2015-12,Operating Expenses,670
V,2015-12,Operating Income,2396
V,2015-12,Interest Expense,29
V,2015-12,Earnings before Tax,2639
V,2015-12,Income Tax Expense,698
V,2015-12,Net Income to Non-Controlling Interests,0
V,2015-12,Net Income from Discontinued Operations,0
V,2015-12,Net Income,1941
V,2015-12,Preferred Dividends Income Statement Impact,0
V,2015-12,Net Income Common Stock,1941
V,2015-12,EPS,0.8
V,2015-12,EPS Diluted,0.8
V,2015-12,Weighted Average Shares,2202
V,2015-12,Weighted Average Shares Diluted,2675
V,2015-12,Dividends per Basic Common Share,0.14
V,2015-12,Gross Margin,0.86
V,2015-12,EBITDA Margin,0.782
V,2015-12,EBIT Margin,0.7484
V,2015-12,Profit Margin,0.544
V,2015-12,Free Cash Flow Margin,0.5198
V,2015-12,EBITDA,2788
V,2015-12,EBIT,2668
V,2015-12,Consolidated Income,1941
V,2015-09,Revenues,3571
V,2015-09,Revenue Growth,0.1059
V,2015-09,Cost of Revenue,521
V,2015-09,Gross Profit,3050
V,2015-09,Research and Development Expense,0
V,2015-09,Selling  General and Administrative Expense,503
V,2015-09,Operating Expenses,767
V,2015-09,Operating Income,2283
V,2015-09,Interest Expense,1
V,2015-09,Earnings before Tax,2283
V,2015-09,Income Tax Expense,771
V,2015-09,Net Income to Non-Controlling Interests,0
V,2015-09,Net Income from Discontinued Operations,0
V,2015-09,Net Income,1512
V,2015-09,Preferred Dividends Income Statement Impact,0
V,2015-09,Net Income Common Stock,1512
V,2015-09,EPS,0.62
V,2015-09,EPS Diluted,0.62
V,2015-09,Weighted Average Shares,2194
V,2015-09,Weighted Average Shares Diluted,2687
V,2015-09,Dividends per Basic Common Share,0.12
V,2015-09,Gross Margin,0.8541
V,2015-09,EBITDA Margin,0.673
V,2015-09,EBIT Margin,0.6396
V,2015-09,Profit Margin,0.423
V,2015-09,Free Cash Flow Margin,0.4469
V,2015-09,EBITDA,2403
V,2015-09,EBIT,2284
V,2015-09,Consolidated Income,1512
V,2015-06,Revenues,3518
V,2015-06,Revenue Growth,0.1151
V,2015-06,Cost of Revenue,566
V,2015-06,Gross Profit,2952
V,2015-06,Research and Development Expense,0
V,2015-06,Selling  General and Administrative Expense,443
V,2015-06,Operating Expenses,690
V,2015-06,Operating Income,2262
V,2015-06,Interest Expense,-8
V,2015-06,Earnings before Tax,2168
V,2015-06,Income Tax Expense,471
V,2015-06,Net Income to Non-Controlling Interests,0
V,2015-06,Net Income from Discontinued Operations,0
V,2015-06,Net Income,1697
V,2015-06,Preferred Dividends Income Statement Impact,0
V,2015-06,Net Income Common Stock,1697
V,2015-06,EPS,0.69
V,2015-06,EPS Diluted,0.69
V,2015-06,Weighted Average Shares,2220
V,2015-06,Weighted Average Shares Diluted,2693
V,2015-06,Dividends per Basic Common Share,0.12
V,2015-06,Gross Margin,0.8391
V,2015-06,EBITDA Margin,0.651
V,2015-06,EBIT Margin,0.614
V,2015-06,Profit Margin,0.482
V,2015-06,Free Cash Flow Margin,0.579
V,2015-06,EBITDA,2290
V,2015-06,EBIT,2160
V,2015-06,Consolidated Income,1697
V,2015-03,Revenues,3409
V,2015-03,Revenue Growth,0.0778
V,2015-03,Cost of Revenue,483
V,2015-03,Gross Profit,2926
V,2015-03,Research and Development Expense,0
V,2015-03,Selling  General and Administrative Expense,408
V,2015-03,Operating Expenses,645
V,2015-03,Operating Income,2281
V,2015-03,Interest Expense,7
V,2015-03,Earnings before Tax,2282
V,2015-03,Income Tax Expense,732
V,2015-03,Net Income to Non-Controlling Interests,0
V,2015-03,Net Income from Discontinued Operations,0
V,2015-03,Net Income,1550
V,2015-03,Preferred Dividends Income Statement Impact,0
V,2015-03,Net Income Common Stock,1550
V,2015-03,EPS,0.63
V,2015-03,EPS Diluted,0.63
V,2015-03,Weighted Average Shares,2228
V,2015-03,Weighted Average Shares Diluted,2705
V,2015-03,Dividends per Basic Common Share,0.12
V,2015-03,Gross Margin,0.8583
V,2015-03,EBITDA Margin,0.708
V,2015-03,EBIT Margin,0.6715
V,2015-03,Profit Margin,0.455
V,2015-03,Free Cash Flow Margin,0.2611
V,2015-03,EBITDA,2414
V,2015-03,EBIT,2289
V,2015-03,Consolidated Income,1550
V,2014-12,Revenues,3382
V,2014-12,Revenue Growth,0.0719
V,2014-12,Cost of Revenue,509
V,2014-12,Gross Profit,2873
V,2014-12,Research and Development Expense,0
V,2014-12,Selling  General and Administrative Expense,401
V,2014-12,Operating Expenses,635
V,2014-12,Operating Income,2238
V,2014-12,Interest Expense,3
V,2014-12,Earnings before Tax,2262
V,2014-12,Income Tax Expense,693
V,2014-12,Net Income to Non-Controlling Interests,0
V,2014-12,Net Income from Discontinued Operations,0
V,2014-12,Net Income,1569
V,2014-12,Preferred Dividends Income Statement Impact,0
V,2014-12,Net Income Common Stock,1569
V,2014-12,EPS,0.63
V,2014-12,EPS Diluted,0.63
V,2014-12,Weighted Average Shares,2241
V,2014-12,Weighted Average Shares Diluted,2723
V,2014-12,Dividends per Basic Common Share,0.12
V,2014-12,Gross Margin,0.8495
V,2014-12,EBITDA Margin,0.705
V,2014-12,EBIT Margin,0.6697
V,2014-12,Profit Margin,0.464
V,2014-12,Free Cash Flow Margin,0.4899
V,2014-12,EBITDA,2385
V,2014-12,EBIT,2265
V,2014-12,Consolidated Income,1569
V,2014-09,Revenues,3229
V,2014-09,Revenue Growth,0.0861
V,2014-09,Cost of Revenue,496
V,2014-09,Gross Profit,2733
V,2014-09,Research and Development Expense,0
V,2014-09,Selling  General and Administrative Expense,488
V,2014-09,Operating Expenses,1181
V,2014-09,Operating Income,1552
V,2014-09,Interest Expense,8
V,2014-09,Earnings before Tax,1550
V,2014-09,Income Tax Expense,477
V,2014-09,Net Income to Non-Controlling Interests,0
V,2014-09,Net Income from Discontinued Operations,0
V,2014-09,Net Income,1073
V,2014-09,Preferred Dividends Income Statement Impact,0
V,2014-09,Net Income Common Stock,1073
V,2014-09,EPS,0.43
V,2014-09,EPS Diluted,0.44
V,2014-09,Weighted Average Shares,2240
V,2014-09,Weighted Average Shares Diluted,2738
V,2014-09,Dividends per Basic Common Share,0.1
V,2014-09,Gross Margin,0.8464
V,2014-09,EBITDA Margin,0.517
V,2014-09,EBIT Margin,0.4825
V,2014-09,Profit Margin,0.332
V,2014-09,Free Cash Flow Margin,0.485
V,2014-09,EBITDA,1670
V,2014-09,EBIT,1558
V,2014-09,Consolidated Income,1073
V,2014-06,Revenues,3155
V,2014-06,Revenue Growth,0.0513
V,2014-06,Cost of Revenue,463
V,2014-06,Gross Profit,2692
V,2014-06,Research and Development Expense,0
V,2014-06,Selling  General and Administrative Expense,436
V,2014-06,Operating Expenses,672
V,2014-06,Operating Income,2020
V,2014-06,Interest Expense,0
V,2014-06,Earnings before Tax,2030
V,2014-06,Income Tax Expense,670
V,2014-06,Net Income to Non-Controlling Interests,0
V,2014-06,Net Income from Discontinued Operations,0
V,2014-06,Net Income,1360
V,2014-06,Preferred Dividends Income Statement Impact,0
V,2014-06,Net Income Common Stock,1360
V,2014-06,EPS,0.54
V,2014-06,EPS Diluted,0.54
V,2014-06,Weighted Average Shares,2253
V,2014-06,Weighted Average Shares Diluted,2756
V,2014-06,Dividends per Basic Common Share,0.1
V,2014-06,Gross Margin,0.8532
V,2014-06,EBITDA Margin,0.678
V,2014-06,EBIT Margin,0.6434
V,2014-06,Profit Margin,0.431
V,2014-06,Free Cash Flow Margin,0.581
V,2014-06,EBITDA,2139
V,2014-06,EBIT,2030
V,2014-06,Consolidated Income,1360
V,2014-03,Revenues,3163
V,2014-03,Revenue Growth,0.0693
V,2014-03,Cost of Revenue,446
V,2014-03,Gross Profit,2717
V,2014-03,Research and Development Expense,0
V,2014-03,Selling  General and Administrative Expense,442
V,2014-03,Operating Expenses,669
V,2014-03,Operating Income,2048
V,2014-03,Interest Expense,0
V,2014-03,Earnings before Tax,2061
V,2014-03,Income Tax Expense,463
V,2014-03,Net Income to Non-Controlling Interests,0
V,2014-03,Net Income from Discontinued Operations,0
V,2014-03,Net Income,1598
V,2014-03,Preferred Dividends Income Statement Impact,0
V,2014-03,Net Income Common Stock,1598
V,2014-03,EPS,0.63
V,2014-03,EPS Diluted,0.63
V,2014-03,Weighted Average Shares,2274
V,2014-03,Weighted Average Shares Diluted,2779
V,2014-03,Dividends per Basic Common Share,0.1
V,2014-03,Gross Margin,0.859
V,2014-03,EBITDA Margin,0.685
V,2014-03,EBIT Margin,0.6516
V,2014-03,Profit Margin,0.505
V,2014-03,Free Cash Flow Margin,0.5792
V,2014-03,EBITDA,2168
V,2014-03,EBIT,2061
V,2014-03,Consolidated Income,1598
V,2013-12,Revenues,3155
V,2013-12,Revenue Growth,0.1086
V,2013-12,Cost of Revenue,470
V,2013-12,Gross Profit,2685
V,2013-12,Research and Development Expense,0
V,2013-12,Selling  General and Administrative Expense,369
V,2013-12,Operating Expenses,608
V,2013-12,Operating Income,2077
V,2013-12,Interest Expense,0
V,2013-12,Earnings before Tax,2083
V,2013-12,Income Tax Expense,676
V,2013-12,Net Income to Non-Controlling Interests,0
V,2013-12,Net Income from Discontinued Operations,0
V,2013-12,Net Income,1407
V,2013-12,Preferred Dividends Income Statement Impact,0
V,2013-12,Net Income Common Stock,1407
V,2013-12,EPS,0.55
V,2013-12,EPS Diluted,0.55
V,2013-12,Weighted Average Shares,3108
V,2013-12,Weighted Average Shares Diluted,3536
V,2013-12,Dividends per Basic Common Share,0.1
V,2013-12,Gross Margin,0.851
V,2013-12,EBITDA Margin,0.694
V,2013-12,EBIT Margin,0.6602
V,2013-12,Profit Margin,0.446
V,2013-12,Free Cash Flow Margin,0.4504
V,2013-12,EBITDA,2190
V,2013-12,EBIT,2083
V,2013-12,Consolidated Income,1407
V,2013-09,Revenues,2973
V,2013-09,Revenue Growth,0.0886
V,2013-09,Cost of Revenue,499
V,2013-09,Gross Profit,2474
V,2013-09,Research and Development Expense,0
V,2013-09,Selling  General and Administrative Expense,495
V,2013-09,Operating Expenses,723
V,2013-09,Operating Income,1751
V,2013-09,Interest Expense,0
V,2013-09,Earnings before Tax,1766
V,2013-09,Income Tax Expense,574
V,2013-09,Net Income to Non-Controlling Interests,0
V,2013-09,Net Income from Discontinued Operations,0
V,2013-09,Net Income,1192
V,2013-09,Preferred Dividends Income Statement Impact,0
V,2013-09,Net Income Common Stock,1192
V,2013-09,EPS,0.46
V,2013-09,EPS Diluted,0.46
V,2013-09,Weighted Average Shares,2353
V,2013-09,Weighted Average Shares Diluted,2869
V,2013-09,Dividends per Basic Common Share,0.08
V,2013-09,Gross Margin,0.8322
V,2013-09,EBITDA Margin,0.63
V,2013-09,EBIT Margin,0.594
V,2013-09,Profit Margin,0.401
V,2013-09,Free Cash Flow Margin,0.6414
V,2013-09,EBITDA,1872
V,2013-09,EBIT,1766
V,2013-09,Consolidated Income,1192
V,2013-06,Revenues,3001
V,2013-06,Revenue Growth,0.17
V,2013-06,Cost of Revenue,493
V,2013-06,Gross Profit,2508
V,2013-06,Research and Development Expense,0
V,2013-06,Selling  General and Administrative Expense,463
V,2013-06,Operating Expenses,680
V,2013-06,Operating Income,1828
V,2013-06,Interest Expense,0
V,2013-06,Earnings before Tax,1833
V,2013-06,Income Tax Expense,608
V,2013-06,Net Income to Non-Controlling Interests,0
V,2013-06,Net Income from Discontinued Operations,0
V,2013-06,Net Income,1225
V,2013-06,Preferred Dividends Income Statement Impact,0
V,2013-06,Net Income Common Stock,1225
V,2013-06,EPS,0.47
V,2013-06,EPS Diluted,0.47
V,2013-06,Weighted Average Shares,3152
V,2013-06,Weighted Average Shares Diluted,3584
V,2013-06,Dividends per Basic Common Share,0.08
V,2013-06,Gross Margin,0.8357
V,2013-06,EBITDA Margin,0.644
V,2013-06,EBIT Margin,0.6108
V,2013-06,Profit Margin,0.408
V,2013-06,Free Cash Flow Margin,0.6781
V,2013-06,EBITDA,1934
V,2013-06,EBIT,1833
V,2013-06,Consolidated Income,1225
V,2013-03,Revenues,2958
V,2013-03,Revenue Growth,0.1474
V,2013-03,Cost of Revenue,486
V,2013-03,Gross Profit,2472
V,2013-03,Research and Development Expense,0
